t [s],uRight_1 [N*cm],uRight_2 [N*cm],uLeft_1 [N*cm],uLeft_2 [N*cm],x_CoM [mm],y_CoM [mm],F_dist [N] 
22.144000000000016,-1.484216153517852,9.109227911697264,-31.955171193503002,4.612694241014173,-0.11481530187212419,219.49545971884913,3.0999999999999783
22.176000000000016,-1.6065733014174501,9.170409634674856,-31.805216384577335,4.535005940248047,-0.12428054912671507,219.49545363140916,3.0899999999999785
22.208000000000016,-1.7344050822875354,9.234328695290953,-31.65201606803589,4.455410922355125,-0.13416930048861267,219.49544675720884,3.0799999999999788
22.240000000000016,-1.8544778875913703,9.294368293861286,-31.503953255349128,4.37858219321962,-0.14345783663270262,219.49543982113894,3.069999999999979
22.272000000000016,-1.9820919985052137,9.358178566021493,-31.351720547347455,4.29933859581511,-0.15332974958351334,219.49543194112937,3.059999999999979
22.304000000000016,-2.1028585961804813,9.418565107419884,-31.20362675618192,4.222417993991866,-0.1626719557947118,219.49542400116277,3.0499999999999794
22.336000000000016,-2.2310612042103886,9.482669671648852,-31.051379218648183,4.1430875841723465,-0.17258939343131152,219.49541505900572,3.0399999999999796
22.368000000000016,-2.3522963157640726,9.543290516220681,-30.903355780919885,4.066135723353752,-0.18196784272088776,219.49540611610897,3.02999999999998
22.400000000000016,-2.4813755236024084,9.607833423154895,-30.750801080608376,3.9873038242307692,-0.1919530919571573,219.49539607500674,3.01999999999998
22.432000000000016,-2.602093074710828,9.668195537141042,-30.603698713741316,3.9099816076283003,-0.20129150404688262,219.49538619896842,3.0099999999999802
22.464000000000016,-2.7282214134006595,9.73126306643431,-30.45103853629842,3.8306262137753433,-0.21104848132204496,219.49537537952597,2.9999999999999805
22.496000000000016,-2.8396978984256895,9.787004734586816,-30.301747357827914,3.7545000456058504,-0.2196720273260793,219.49536539032505,2.9899999999999807
22.528000000000016,-2.9563120309018327,9.845315249639189,-30.14526378872255,3.673479016386251,-0.2286930090685768,219.49535451298325,2.979999999999981
22.560000000000016,-3.0660789947394385,9.900202228201346,-29.986811718924383,3.593712267684743,-0.23718431072887067,219.49534387428403,2.969999999999981
22.592000000000017,-3.1933607109725646,9.963846559474964,-29.818658306225355,3.50586125916105,-0.24703051044679647,219.4953310532691,2.9599999999999813
22.624000000000017,-3.313937638177834,10.024138555665166,-29.649375033915426,3.419099603387003,-0.256358044218123,219.49531842656398,2.9499999999999815
22.656000000000017,-3.4269009458083213,10.080623809898203,-29.48175168071353,3.334093416507306,-0.2650966071527246,219.49530617241854,2.9399999999999817
22.688000000000017,-3.5322625557856107,10.133308283390791,-29.31479275695551,3.2488102203718014,-0.273247121501058,219.4952943724958,2.929999999999982
22.720000000000017,-3.6346858237211093,10.184523632728833,-29.14597777459716,3.164211394489015,-0.28117033295437033,219.4952825591112,2.919999999999982
22.752000000000017,-3.7330232738540317,10.233696125858408,-28.975021806602857,3.077878710844839,-0.2887774756172403,219.49527089915466,2.9099999999999824
22.784000000000017,-3.83085457071083,10.282615591345133,-28.80088906162498,2.990797612625064,-0.2963454635107365,219.4952589903923,2.8999999999999826
22.816000000000017,-3.9335521703501035,10.333968484139,-28.629367104222908,2.9050223883747583,-0.30428989658820876,219.4952461578656,2.889999999999983
22.848000000000017,-4.031018457898945,10.382705561920586,-28.44859571729062,2.8146217533864872,-0.3118296482616773,219.4952336651017,2.879999999999983
22.880000000000017,-4.1247034513888305,10.430276064335633,-28.27633047030481,2.7284750127907835,-0.3190768883506188,219.49522058901016,2.8699999999999832
